cue,target,fsg,bsg,msg,qcon,tcon,qfr,tfr,jcn,lsa
down,fall,0.02,0.081,0.004,3.23,3.86,895,147,5.272232,0.367421
down,low,0.047,0.041,0,3.23,3.18,895,174,11.965157,0.225467
down,lower,0.014,0.041,0.001,3.23,3.39,895,123,10.553087,0.182532
down,out,0.02,0,0,3.23,2.4,895,2096,10.236777,0.754231
down,town,0.054,0.014,0,3.23,5.52,895,212,14.085896,0.217669
down,up,0.581,0.845,0.006,3.23,3.8,895,1895,8.616307,0.829623
downtown,bad,0.014,0,0.001,NULL,3,41,142,19.142053,0.176655
downtown,business,0.014,0,0,NULL,4.05,41,392,16.527833,0.192669
downtown,center,0.027,0,0,NULL,3.63,41,224,10.525873,0.165871
downtown,city,0.209,0,0.006,NULL,5.41,41,393,9.812387,0.468559
downtown,crime,0.014,0,0,NULL,3.81,41,34,18.370534,0.080389
downtown,mall,0.02,0,0.012,NULL,5.94,41,3,18.420277,0.294357
downtown,night,0.014,0,0,NULL,4.83,41,411,18.905736,0.15798
downtown,old,0.014,0,0,NULL,3.41,41,660,18.937242,0.142676
downtown,parking,0.014,0,0,NULL,NULL,41,31,22.321927,0.460464
downtown,party,0.02,0,0,NULL,5.5,41,216,17.907989,0.032562
downtown,place,0.014,0,0,NULL,3.98,41,571,11.216295,0.207133
downtown,shop,0.02,0,0.007,NULL,5,41,63,14.74687,0.368226
downtown,shopping,0.02,0,0.006,NULL,4.28,41,27,21.175673,0.47585
downtown,tampa,0.041,0,0.018,NULL,NULL,41,0,18.495228,0.04051
downtown,traffic,0.034,0,0,NULL,5.83,41,68,20.404416,0.29573
downtown,work,0.014,0,0.006,NULL,3.88,41,760,11.975761,0.192089
doze,nap,0.061,0,0.007,NULL,NULL,0,4,0.860201,0.186498
doze,sleep,0.682,0,0.106,NULL,4.74,0,65,3.204224,0.356301
doze,snooze,0.081,0.02,0.014,NULL,NULL,0,0,0,0.120937
doze,snore,0.014,0,0.002,NULL,4,0,0,15.859925,0.087349
dozen,eggs,0.405,0.014,0,NULL,5.79,52,35,19.528961,0.134287
dozen,twelve,0.484,0.048,0,NULL,NULL,52,48,0,0.467599
dracula,bite,0.02,0,0.011,NULL,4.32,0,10,25.214958,-0.005966
dracula,black,0.014,0,0.003,NULL,4.66,0,203,23.140113,0.015787
dracula,blood,0.306,0,0.056,NULL,6.55,0,121,16.092694,0.018123
dracula,count,0.041,0.113,0,NULL,3.42,0,49,25.180037,0.164127
dracula,death,0.014,0,0.007,NULL,3.86,0,277,9.130502,0.006204
dracula,evil,0.02,0,0.003,NULL,2.28,0,72,24.176196,0.011155
dracula,fiction,0.014,0,0,NULL,3,0,46,23.083493,0.352576
dracula,frankenstein,0.027,0.039,0.003,NULL,NULL,0,0,13.376674,0.024046
dracula,monster,0.02,0.036,0.017,NULL,5.08,0,6,10.566022,0.120408
dracula,movie,0.068,0,0.009,NULL,5.85,0,29,23.439514,0.368593
dracula,teeth,0.068,0,0.044,NULL,6.14,0,103,19.635178,0.065109
dracula,vampire,0.163,0.054,0.019,NULL,5.12,0,1,22.644928,0.008724
draft,army,0.122,0,0.014,NULL,6.53,24,132,18.732906,0.124925
draft,beer,0.514,0,0,NULL,5.83,24,34,9.92477,0.03155
draft,board,0.014,0,0,NULL,6.87,24,239,11.905754,0.119627
draft,cold,0.02,0,0.009,NULL,4.67,24,171,12.078608,0.047308
draft,final,0.02,0,0,NULL,3.68,24,156,14.759058,0.316868
draft,football,0.014,0,0,NULL,5.75,24,36,15.89724,0.115022
draft,military,0.054,0,0.003,NULL,NULL,24,212,18.460743,0.223108
draft,pick,0.014,0,0,NULL,4.98,24,55,9.832552,0.100351
draft,rough,0.02,0,0,NULL,4.48,24,41,0,0.132853
draft,war,0.027,0,0.009,NULL,4.73,24,464,9.728857,0.164469
draft,wind,0.014,0,0,NULL,5.4,24,63,2.333014,0.021463
drag,boring,0.054,0,0.001,NULL,2.65,15,5,18.790282,0.097348
drag,car,0.02,0,0.009,NULL,6.35,15,274,18.250173,0.278976
drag,cigarette,0.02,0,0.005,NULL,6.03,15,25,20.22122,0.104178
drag,net,0.054,0,0,NULL,5.46,15,34,17.447135,0.065558
drag,pull,0.182,0.017,0,NULL,3.4,15,51,0,0.186634
drag,queen,0.115,0,0,NULL,6.38,15,41,19.293101,0.057137
drag,race,0.216,0,0,NULL,4.46,15,103,9.370315,0.499494
drag,slow,0.041,0,0.001,NULL,2.89,15,60,17.337633,0.277395
drag,smoke,0.014,0,0.009,NULL,5.16,15,41,8.753042,0.123694
drag,strip,0.014,0,0,NULL,NULL,15,30,17.30493,0.132905
dragon,animal,0.014,0,0,5.49,5.65,1,68,8.293662,0.095043
dragon,castle,0.014,0,0.009,5.49,6.5,1,7,21.275238,0.327285
dragon,china,0.014,0,0,5.49,5.74,1,69,20.940216,0.183039
dragon,dungeon,0.092,0.167,0,5.49,5.58,1,2,19.736323,0.198915
dragon,fantasy,0.014,0.021,0.001,5.49,2.03,1,14,14.70091,0.142205
dragon,fiction,0.028,0,0,5.49,3,1,46,21.137627,0.098703
dragon,fire,0.275,0,0,5.49,6.13,1,187,16.929354,0.366252
dragon,fly,0.035,0,0,5.49,5.14,1,33,13.827242,0.287387
dragon,green,0.042,0,0.001,5.49,5.46,1,116,17.738989,0.180335
dragon,knight,0.035,0,0.008,5.49,5.44,1,18,19.026599,0.281723
dragon,lady,0.014,0,0,5.49,5.58,1,80,18.013474,0.160063
dragon,last,0.014,0,0,5.49,2.79,1,676,18.819987,0.226586
dragon,mean,0.014,0,0,5.49,3.09,1,199,16.124351,0.21721
dragon,mythology,0.014,0,0,5.49,NULL,1,3,19.446551,0.070146
dragon,puff,0.014,0.086,0,5.49,3.63,1,1,23.712978,0.199806
dragon,queen,0.021,0,0,5.49,6.38,1,41,13.023716,0.261163
dragon,red,0.021,0,0.01,5.49,4.97,1,197,17.368951,0.196747
dragon,scare,0.014,0,0,5.49,4.07,1,3,21.34335,0.283672
dragon,sword,0.021,0,0.001,5.49,5.25,1,7,20.446135,0.435666
drain,cleaner,0.014,0,0.001,NULL,NULL,18,9,16.917611,0.452043
drain,clog,0.083,0.331,0,NULL,NULL,18,2,14.042774,0.289874
drain,empty,0.055,0,0,NULL,3.65,18,64,1.537695,0.212421
drain,faucet,0.014,0.014,0.031,NULL,6.2,18,1,16.952601,0.379653
drain,fluid,0.014,0,0.001,NULL,NULL,18,21,14.111338,0.323903
drain,leak,0.028,0.014,0.001,NULL,NULL,18,2,18.294914,0.531298
drain,liquid,0.021,0,0.006,NULL,6.02,18,48,16.192234,0.089427
drain,pipe,0.034,0,0.002,NULL,6.9,18,20,2.299189,0.428184
drain,plug,0.028,0.035,0.002,NULL,6,18,23,5.607864,0.417912
drain,plumber,0.021,0.027,0,NULL,NULL,18,4,20.887728,0.319818
drain,pour,0.014,0,0,NULL,3.47,18,9,5.625942,0.269148
drain,release,0.014,0,0,NULL,NULL,18,37,10.895976,0.070957
drain,remove,0.014,0,0,NULL,NULL,18,58,15.554519,0.523637
drain,shower,0.014,0,0.001,NULL,5.88,18,15,9.360053,0.176103
drain,sink,0.324,0.047,0.011,NULL,5.8,18,23,14.015613,0.379903
drain,tub,0.028,0,0.018,NULL,5.9,18,13,16.228761,0.27753
drain,water,0.076,0,0.076,NULL,6.27,18,442,10.077191,0.359328
drama,act,0.2,0.061,0.005,3.66,3.79,43,283,2.501,0.1806
drama,action,0.028,0,0,3.66,3,43,291,8.507018,0.236363
drama,actor,0.021,0,0.016,3.66,5.45,43,24,15.652882,0.788818
drama,art,0.034,0,0,3.66,4.36,43,208,11.441517,0.18058
drama,comedy,0.048,0.055,0,3.66,3.51,43,39,1.09524,0.860359
drama,play,0.283,0,0.057,3.66,4.22,43,200,0,0.508582
drama,stage,0.028,0.02,0.003,3.66,5.59,43,174,14.526438,0.476549
drama,theater,0.097,0.041,0.025,3.66,NULL,43,29,16.987158,0.832677
draw,artist,0.036,0.015,0.003,4.32,5.65,56,57,11.625068,0.346749
draw,back,0.012,0,0,4.32,4.89,56,967,8.659733,0.111394
draw,blood,0.012,0,0,4.32,6.55,56,121,11.667114,0.031875
draw,color,0.054,0,0.021,4.32,4.45,56,141,7.499625,0.120012
draw,crayon,0.012,0.027,0,4.32,6.12,56,1,6.673919,0.415533
draw,create,0.012,0,0.001,4.32,NULL,56,54,1.684089,0.28149
draw,gun,0.012,0,0,4.32,6.08,56,118,6.758218,0.025667
draw,line,0.018,0.024,0,4.32,4.65,56,298,0,0.335838
draw,paint,0.12,0.127,0.012,4.32,5.73,56,37,2.604886,0.240079
draw,paper,0.012,0,0.013,4.32,5.96,56,157,3.359673,0.326917
draw,pencil,0.084,0,0.006,4.32,7,56,34,3.090407,0.624965
draw,picture,0.222,0,0.008,4.32,6.75,56,162,2.363329,0.319901
draw,scribble,0.024,0.072,0.002,4.32,NULL,56,1,6.261231,0.326757
draw,sketch,0.108,0.764,0,4.32,5.31,56,16,2.224625,0.712441
draw,write,0.114,0.056,0.017,4.32,4.42,56,106,0.49827,0.224862
drawer,bureau,0.024,0.013,0.006,6.31,NULL,8,43,15.091834,0.078231
drawer,cabinet,0.024,0.069,0.006,6.31,6.18,8,17,5.898626,0.237905
drawer,chest,0.127,0.049,0.004,6.31,5.76,8,53,11.475391,0.0837
drawer,closet,0.024,0.02,0.006,6.31,5.95,8,16,4.806098,0.233567
drawer,clothes,0.127,0,0.059,6.31,6.63,8,89,12.718439,0.072953
drawer,desk,0.111,0,0.016,6.31,5.79,8,65,14.498217,0.434188
drawer,dresser,0.305,0.43,0.003,6.31,5.56,8,1,15.091834,0.221193
drawer,pull,0.048,0,0,6.31,3.4,8,51,15.687259,0.076433
drawer,storage,0.016,0,0.002,6.31,4.88,8,41,14.315777,0.264096
drawing,art,0.238,0.047,0.027,5.57,4.36,40,208,1.802195,0.1654
drawing,artist,0.028,0,0.006,5.57,5.65,40,57,11.842448,0.310926
drawing,board,0.028,0,0,5.57,6.87,40,239,11.897538,0.215072
drawing,canvas,0.014,0,0.008,5.57,NULL,40,19,10.253781,0.067087
drawing,color,0.021,0,0.019,5.57,4.45,40,141,14.085697,0.033295
drawing,crayon,0.014,0.02,0,5.57,6.12,40,1,17.49965,0.331344
drawing,paint,0.014,0,0.067,5.57,5.73,40,37,11.485935,0.102211
drawing,painting,0.084,0.068,0.038,5.57,6.18,40,59,3.379851,0.157041
drawing,paper,0.014,0,0.005,5.57,5.96,40,157,8.115829,0.189491
drawing,pencil,0.07,0,0.004,5.57,7,40,34,13.875206,0.541726
drawing,picture,0.182,0,0.038,5.57,6.75,40,162,1.199325,0.152276
drawing,sketch,0.098,0.091,0,5.57,5.31,40,16,0.704808,0.792689
drawing,writing,0.035,0.026,0,5.57,NULL,40,117,6.659208,0.032611
dream,cloud,0.055,0,0,3.03,5.42,64,28,13.919822,0.052001
dream,escape,0.103,0,0,3.03,NULL,64,65,18.019317,0.272065
dream,fantasy,0.075,0.497,0,3.03,2.03,64,14,0.202322,0.321658
dream,goal,0.027,0.02,0,3.03,3.4,64,60,9.821639,0.136736
dream,good,0.014,0,0,3.03,2.53,64,807,16.217443,0.169627
dream,night,0.041,0,0.015,3.03,4.83,64,411,11.625339,0.449198
dream,nightmare,0.144,0.386,0,3.03,NULL,64,9,2.341805,0.268803
dream,sleep,0.247,0.194,0.009,3.03,4.74,64,65,12.291808,0.500668
dream,wish,0.014,0.165,0.001,3.03,2.66,64,110,3.058188,0.348794
drench,pour,0.014,0,0.006,4.08,3.47,0,9,16.938243,0.042902
drench,rain,0.129,0,0.042,4.08,5.77,0,70,19.199754,-0.040504
drench,soak,0.252,0.1,0.014,4.08,4.03,0,18,0,0.317112
drench,water,0.048,0,0.085,4.08,6.27,0,442,3.062806,0.094976
drench,wet,0.503,0,0.125,4.08,4.74,0,53,2.652787,0.063362
dress,blouse,0.016,0,0.035,5.91,6.36,67,1,7.043444,0.705105
dress,clothes,0.055,0.027,0.023,5.91,6.63,67,89,2.426542,0.721981
dress,cotton,0.016,0,0.001,5.91,6.28,67,38,14.745565,0.152855
dress,fancy,0.016,0.054,0,5.91,2.78,67,16,13.207946,0.312521
dress,girl,0.063,0,0.016,5.91,6.83,67,220,13.908206,0.350514
dress,long,0.024,0,0.015,5.91,3.68,67,755,13.957903,0.256422
dress,pants,0.22,0.011,0.038,5.91,6.15,67,9,4.082849,0.614364
dress,red,0.016,0.024,0.002,5.91,4.97,67,197,15.471973,0.232382
dress,shirt,0.016,0,0.071,5.91,6.05,67,27,2.985681,0.595219
dress,skirt,0.165,0.295,0.01,5.91,6.28,67,21,6.686772,0.696537
dress,slacks,0.031,0.038,0.003,5.91,6.78,67,7,8.073045,0.479444
dress,up,0.016,0,0,5.91,3.8,67,1895,7.928076,0.319648
dress,wear,0.016,0.014,0.014,5.91,3.46,67,36,0.689857,0.654346
dress,woman,0.024,0,0.002,5.91,5.68,67,224,12.518935,0.212893
dresser,bed,0.013,0,0.002,5.56,6.59,1,127,5.012958,0.422235
dresser,bureau,0.02,0.141,0.01,5.56,NULL,1,43,0,0.061673
dresser,cabinet,0.02,0,0.01,5.56,6.18,1,17,2.197223,0.062068
dresser,chest,0.013,0,0.055,5.56,5.76,1,53,0,0.097837
dresser,closet,0.013,0,0.012,5.56,5.95,1,16,6.204282,0.3839
dresser,clothes,0.154,0,0.072,5.56,6.63,1,89,11.45541,0.293922
dresser,desk,0.047,0,0.05,5.56,5.79,1,65,5.941171,0.225369
dresser,drawer,0.43,0.305,0.003,5.56,6.31,1,8,15.091834,0.221193
dresser,furniture,0.06,0,0,5.56,6.83,1,39,3.293027,0.227492
dresser,mirror,0.034,0,0,5.56,5.91,1,27,12.690516,0.075229
dresser,table,0.04,0,0.005,5.56,6,1,198,4.405442,0.232061
dresser,wardrobe,0.013,0,0.004,5.56,NULL,1,9,6.204282,0.207706
dresser,wood,0.027,0,0.005,5.56,5.81,1,55,12.700993,0.188709
dressing,clothes,0.105,0,0,NULL,6.63,22,89,5.539859,0.543082
dressing,french,0.013,0.039,0,NULL,NULL,22,139,17.311521,0.078262
dressing,gown,0.02,0,0,NULL,5.82,22,16,10.114803,0.550817
dressing,room,0.086,0,0,NULL,5.37,22,383,10.101724,0.444952
dressing,salad,0.428,0.197,0,NULL,6.83,22,9,14.742087,0.236094
dressing,table,0.013,0,0,NULL,6,22,198,11.718384,0.239783
dressing,turkey,0.066,0.027,0,NULL,6.63,22,9,17.44257,0.104527
dressing,wound,0.013,0,0,NULL,5.2,22,28,14.804945,0.248893
drift,boat,0.034,0,0.043,NULL,6.33,18,72,8.160467,0.128231
drift,cold,0.02,0,0.012,NULL,4.67,18,171,12.932261,0.314496
drift,float,0.196,0,0.006,NULL,4.41,18,3,0,0.271517
drift,flow,0.014,0,0,NULL,3.07,18,67,9.257888,0.181169
drift,iceberg,0.014,0,0,NULL,NULL,18,0,21.299255,0.328033
drift,lost,0.014,0,0.01,NULL,NULL,18,173,18.504126,0.204101
drift,move,0.054,0,0.004,NULL,3.81,18,171,4.789662,0.274944
drift,ocean,0.034,0,0.012,NULL,5.63,18,34,17.805317,0.418843
drift,raft,0.02,0,0.015,NULL,5.98,18,4,7.080047,0.139686
drift,sail,0.034,0,0.005,NULL,5.55,18,12,8.651866,0.110532
drift,sea,0.02,0,0.01,NULL,5.82,18,95,10.655415,0.272783
drift,separate,0.014,0,0,NULL,3.38,18,79,10.497806,0.133356
drift,slow,0.02,0,0.001,NULL,2.89,18,60,17.075045,0.262472
drift,snow,0.034,0,0.001,NULL,6.05,18,59,10.546409,0.316783
drift,sway,0.02,0,0,NULL,NULL,18,5,14.326032,0.130793
drift,wander,0.034,0.022,0,NULL,3.12,18,8,0,0.104902
drift,wind,0.02,0,0.003,NULL,5.4,18,63,8.405127,0.385392
drift,wood,0.135,0,0,NULL,5.81,18,55,14.75993,0.110392
drill,band,0.014,0,0,5.12,5.83,33,53,13.092947,0.113661
drill,bit,0.145,0.072,0,5.12,3.88,33,101,7.446571,0.229478
drill,construction,0.021,0,0,5.12,4.75,33,95,9.478403,0.145607
drill,dentist,0.048,0.061,0.001,5.12,6.03,33,12,17.194835,-0.014491
drill,fire,0.09,0,0.003,5.12,6.13,33,187,10.737679,0.104126
drill,hole,0.103,0,0,5.12,4.81,33,58,13.763488,0.484778
drill,machine,0.014,0,0.002,5.12,6.75,33,103,4.056334,0.210563
drill,noise,0.048,0,0.01,5.12,5.29,33,37,16.785564,0.075885
drill,oil,0.028,0,0,5.12,5.6,33,93,15.570746,0.464794
drill,practice,0.014,0,0,5.12,NULL,33,94,0,0.174514
drill,question,0.014,0,0,5.12,3.91,33,257,11.923214,0.080092
drill,sergeant,0.069,0.034,0,5.12,5.07,33,25,17.115961,0.08716
drill,team,0.028,0,0,5.12,4.81,33,83,14.53425,0.119524
drill,teeth,0.021,0,0.025,5.12,6.14,33,103,18.740981,0.037366
drill,tool,0.09,0,0,5.12,5.33,33,40,3.690296,0.488795
drill,wood,0.014,0,0,5.12,5.81,33,55,12.386969,0.207863
drill,work,0.014,0,0.01,5.12,3.88,33,760,7.129616,0.134005
drink,alcohol,0.049,0.151,0.017,4.95,6.87,82,13,0.336332,0.743693
drink,beer,0.103,0.178,0.029,4.95,5.83,82,34,3.301114,0.808769
drink,coke,0.06,0.221,0.007,4.95,5.68,82,4,5.47016,0.204107
drink,cool,0.022,0.02,0.012,4.95,3.6,82,62,15.271372,0.127785
drink,cup,0.011,0.049,0.001,4.95,5.35,82,45,3.320351,0.362724
drink,drive,0.011,0,0.005,4.95,4.35,82,105,10.477458,0.107313
drink,drunk,0.065,0.056,0.019,4.95,4.65,82,37,16.341471,0.739295
drink,eat,0.043,0.153,0.004,4.95,4.75,82,61,5.015422,0.294309
drink,fast,0.011,0,0.001,4.95,2.93,82,78,12.76699,0.103988
drink,glass,0.011,0.103,0.004,4.95,6.31,82,99,8.402726,0.262225
drink,liquid,0.027,0.063,0.003,4.95,6.02,82,48,0.149025,0.100489
drink,liquor,0.033,0.07,0.003,4.95,6.26,82,43,1.627138,0.764908
drink,quench,0.011,0.038,0.008,4.95,3.45,82,1,19.018277,0.384002
drink,soda,0.033,0.082,0.01,4.95,5.96,82,3,4.659246,0.355697
drink,swallow,0.027,0.079,0,4.95,4.95,82,10,0,0.295787
drink,thirst,0.087,0.283,0.015,4.95,4.41,82,4,18.039145,0.453629
drink,vodka,0.016,0.186,0.003,4.95,5.72,82,0,7.95507,0.810664
drink,water,0.152,0.167,0.039,4.95,6.27,82,442,3.884777,0.280674
drink,wine,0.027,0.128,0.011,4.95,6.4,82,72,1.375822,0.728811
drip,coffee,0.111,0,0,4.98,6.43,1,78,20.912627,0.096493
drip,drop,0.222,0,0.001,4.98,3.16,1,59,7.071986,0.227389
drip,dry,0.104,0,0.01,4.98,3.36,1,68,19.524767,0.250852
drip,fall,0.014,0,0.053,4.98,3.86,1,147,5.154799,0.167529
drip,faucet,0.16,0.047,0.009,4.98,6.2,1,1,19.777308,0.24247
drip,rain,0.014,0,0.01,4.98,5.77,1,70,20.736563,0.389332
drip,sap,0.014,0,0,4.98,NULL,1,1,20.700505,-0.025948
drip,sink,0.035,0,0.025,4.98,5.8,1,23,7.171852,0.255889
drip,water,0.167,0,0.118,4.98,6.27,1,442,16.924769,0.211874
drip,wet,0.021,0,0.067,4.98,4.74,1,53,19.914368,0.400347
drive,car,0.48,0.122,0.022,4.35,6.35,105,274,10.811045,0.596543
drive,fast,0.095,0,0.028,4.35,2.93,105,78,10.725356,0.171009
drive,fly,0.014,0,0,4.35,5.14,105,33,3.082918,0.046161
drive,go,0.014,0,0.009,4.35,3.33,105,626,3.667854,0.214806
drive,in,0.034,0,0.002,4.35,NULL,105,9999,9.344572,0.286517
drive,slow,0.02,0,0.058,4.35,2.89,105,60,15.953034,0.228645
drive,speed,0.027,0.027,0.013,4.35,3.56,105,83,7.533921,0.267054
drive,steer,0.02,0.182,0,4.35,NULL,105,9,13.601926,0.379781
drive,stop,0.014,0,0.009,4.35,2.93,105,120,8.081265,0.34162
drive,walk,0.027,0,0,4.35,4.28,105,100,2.776929,0.163504
drive,way,0.041,0,0,4.35,2.61,105,909,3.249243,0.241202
drive,wreck,0.041,0,0,4.35,4.88,105,8,14.99093,0.154205
driver,auto,0.014,0,0.052,NULL,6.87,79,22,11.331573,0.383552
driver,bus,0.021,0.079,0.015,NULL,6.53,79,34,13.954202,0.396433
driver,car,0.386,0,0.086,NULL,6.35,79,274,11.331573,0.633583
driver,chauffeur,0.05,0.378,0,NULL,NULL,79,4,2.544225,0.356426
driver,control,0.036,0,0,NULL,2.68,79,223,11.392376,0.078592
driver,drunk,0.014,0,0,NULL,4.65,79,37,15.291221,0.108941
driver,education,0.014,0,0,NULL,2.98,79,214,16.475822,0.083086
driver,license,0.043,0,0,NULL,NULL,79,36,11.101983,0.745677
driver,limousine,0.014,0.045,0.004,NULL,6.2,79,4,13.914011,0.173129
driver,passenger,0.129,0.124,0.003,NULL,6.08,79,14,15.085232,0.389446
driver,race,0.014,0,0.004,NULL,4.46,79,103,15.546055,0.177721
driver,rider,0.029,0.041,0,NULL,5.55,79,16,13.289743,0.126133
driver,safe,0.014,0,0.002,NULL,3.72,79,58,13.29858,0.29121
driver,taxi,0.043,0.095,0.001,NULL,6.28,79,16,14.495485,0.40016
driver,truck,0.029,0.169,0.043,NULL,7,79,57,12.648941,0.488431
driver,vehicle,0.014,0,0.001,NULL,6.45,79,35,9.69227,0.689668
driveway,asphalt,0.027,0.041,0.002,NULL,5.79,14,3,18.210624,0.143542
driveway,car,0.5,0,0.022,NULL,6.35,14,274,12.729934,0.470489
driveway,cement,0.041,0,0.01,NULL,6.42,14,11,16.824254,0.062979
driveway,concrete,0.021,0.014,0.01,NULL,5.5,14,48,15.344248,0.109286
driveway,garage,0.034,0,0,NULL,NULL,14,21,16.149088,0.512783
driveway,gravel,0.021,0.079,0,NULL,5.83,14,9,20.163323,0.228367
driveway,house,0.027,0,0.004,NULL,6.21,14,591,12.328024,0.41874
driveway,park,0.021,0,0.002,NULL,5.45,14,94,14.991829,0.213305
driveway,parkway,0.041,0.111,0,NULL,NULL,14,6,5.491156,0.116032
driveway,pavement,0.062,0.014,0.003,NULL,5.08,14,11,9.168508,0.438023
driveway,road,0.021,0,0.036,NULL,5.48,14,197,2.707181,0.416269
driveway,street,0.021,0,0.025,NULL,5.84,14,244,4.195722,0.306341
drop,add,0.08,0.011,0,3.16,2.95,59,88,9.29973,0.27591
drop,break,0.08,0.011,0,3.16,3.52,59,88,3.085115,0.278395
drop,cloth,0.015,0,0,3.16,5.76,59,40,12.350101,0.093994
drop,dead,0.036,0,0.003,3.16,4.25,59,174,15.025167,0.204489
drop,down,0.022,0,0.021,3.16,3.23,59,895,6.235036,0.380494
drop,fall,0.234,0.013,0,3.16,3.86,59,147,0,0.45654
drop,hold,0.022,0.068,0.001,3.16,4.08,59,169,9.368822,0.383327
drop,leave,0.022,0,0.002,3.16,3.1,59,205,6.34216,0.272999
drop,lose,0.036,0,0,3.16,2.95,59,58,0.928287,0.286139
drop,out,0.022,0,0.001,3.16,2.4,59,2096,12.76699,0.423872
drop,rain,0.036,0.032,0,3.16,5.77,59,70,11.29433,0.252019
drop,release,0.015,0.021,0.001,3.16,NULL,59,37,4.574565,0.131039
drop,spill,0.015,0.061,0,3.16,4.49,59,1,10.42405,0.331995
drop,throw,0.022,0,0,3.16,4.05,59,42,0,0.255694
drop,water,0.058,0,0.002,3.16,6.27,59,442,5.82754,0.398466
drove,bunch,0.014,0,0,NULL,3.59,62,17,10.19368,0.265544
drove,car,0.473,0,0.039,NULL,6.35,62,274,11.307484,0.670149
drove,cattle,0.02,0,0,NULL,6.79,62,97,16.709555,0.189545
drove,drive,0.068,0,0.058,NULL,4.35,62,105,13.401413,0.57459
drove,fast,0.02,0,0.015,NULL,2.93,62,78,20.166983,0.174066
drove,herd,0.047,0,0.001,NULL,5.05,62,22,6.73378,0.254128
drove,home,0.014,0,0,NULL,6.25,62,547,10.547522,0.296413
drove,ride,0.034,0,0.005,NULL,4.14,62,49,14.051851,0.361368
drove,travel,0.014,0,0.018,NULL,3.93,62,61,16.673892,0.114993
drown,baby,0.013,0,0,NULL,5.77,3,62,20.88991,0.146877
drown,die,0.23,0,0.008,NULL,3.54,3,73,5.235109,0.217672
drown,dive,0.013,0,0.015,NULL,4.65,3,23,21.308332,0.446986
drown,kill,0.013,0,0.008,NULL,3.77,3,63,5.271064,0.157421
drown,pool,0.026,0,0.022,NULL,6.29,3,111,20.4215,0.293209
drown,save,0.026,0.011,0,NULL,3.07,3,62,16.810113,0.235777
drown,sink,0.026,0.027,0.001,NULL,5.8,3,23,15.194336,0.343179
drown,suffocate,0.02,0.022,0,NULL,3.77,3,6,10.603779,0.222015
drown,swim,0.125,0.072,0.026,NULL,4.85,3,15,20.677819,0.446312
drown,water,0.237,0,0.055,NULL,6.27,3,442,11.255811,0.327708
drug,abuse,0.061,0.045,0.004,5.54,2.17,24,1,15.345897,0.769855
drug,addiction,0.034,0.664,0.001,5.54,NULL,24,3,17.258936,0.918383
drug,alcohol,0.02,0.116,0.002,5.54,6.87,24,13,1.665126,0.310676
drug,aspirin,0.02,0.053,0.009,5.54,5.7,24,3,6.98129,0.841556
drug,bad,0.061,0,0.004,5.54,3,24,142,14.335479,0.087219
drug,cocaine,0.068,0.25,0.006,5.54,NULL,24,1,2.474831,0.895378
drug,coke,0.014,0.036,0,5.54,5.68,24,4,2.474831,0.063704
drug,crack,0.02,0.181,0.007,5.54,5.05,24,21,5.412661,-0.000398
drug,cure,0.027,0,0.004,5.54,3.54,24,28,3.425936,0.493895
drug,death,0.02,0,0.002,5.54,3.86,24,277,13.688504,0.066839
drug,high,0.034,0.02,0.004,5.54,3.62,24,497,12.924739,0.05083
drug,marijuana,0.02,0.286,0.005,5.54,NULL,24,10,3.460818,0.850238
drug,medicine,0.088,0.027,0.021,5.54,5.27,24,30,0.13787,0.319296
drug,pill,0.061,0.142,0.006,5.54,5.88,24,15,5.10947,0.703649
drug,pot,0.074,0.021,0.008,5.54,5.3,24,33,3.460818,0.071814
drug,prescription,0.02,0.477,0.002,5.54,NULL,24,5,6.288122,0.719169
drug,sickness,0.027,0,0,5.54,4.94,24,6,13.320368,0.535597
drug,smoke,0.014,0,0.007,5.54,5.16,24,41,3.43743,0.084082
drug,use,0.014,0,0.001,5.54,2.88,24,589,7.030964,0.179763
drum,band,0.167,0.035,0.001,5.81,5.83,11,53,13.247139,0.392304
drum,beat,0.096,0.089,0,5.81,3.67,11,68,0,0.429187
drum,guitar,0.032,0.034,0.002,5.81,6.73,11,19,7.046273,0.437032
drum,hit,0.013,0,0.023,5.81,4.39,11,115,12.673789,0.209603
drum,horn,0.077,0,0,5.81,5.91,11,31,6.503938,0.378285
drum,instrument,0.013,0.054,0.011,5.81,6.25,11,47,3.484648,0.3339
drum,kettle,0.013,0.043,0,5.81,5.93,11,3,5.803696,0.065219
drum,major,0.013,0,0,5.81,3.27,11,247,15.478439,0.033576
drum,music,0.013,0,0.082,5.81,5.15,11,216,11.935596,0.376299
drum,roll,0.077,0,0,5.81,4.3,11,35,6.759177,0.204049
drum,set,0.013,0,0,5.81,3.05,11,137,11.969884,0.145027
drum,stick,0.25,0,0,5.81,6,11,39,12.832523,0.254111
drunk,alcohol,0.126,0.11,0.018,4.65,6.87,37,13,12.924739,0.775554
drunk,bar,0.021,0.034,0,4.65,6.4,37,82,15.516145,0.123385
drunk,beer,0.105,0.065,0.05,4.65,5.83,37,34,15.88941,0.774833
drunk,booze,0.021,0.123,0.002,4.65,6,37,4,14.215449,0.332054
drunk,bum,0.021,0.083,0,4.65,6.08,37,7,15.591624,0.425
