"index","TargetWord","Prime","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.NT.RT","PELP.NT.Z","PELP.NT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","NT.200ms.RT","NT.200ms.Z","NT.200ms.Acc","NT.1200ms.RT","NT.1200ms.Z","NT.1200ms.Acc","NT.200ms.RT.Priming","NT.200ms.Z.Priming","NT.200ms.Acc.Priming","NT.1200ms.RT.Priming","NT.1200ms.Z.Priming","NT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y"
"chapel.priest","priest","chapel",6,7.96,2.61,7.98,0,NA,6932,1386.4,"NN",670.82,-0.17,1,"script","",0.033,0,11,0.48,556.68,0.326560542339352,1,591.892857142857,0.219721375565122,1,178.846315789474,0.38384211466227,-0.0526315789473685,-18.5338827838827,0.262470173548021,0,6,26.2,3.13,9.58,0,NA,13525,2705,"NN",687.73,-0.44,0.97,24,"priest","chapel",0.426325912347704,0.417837400809037,0,"0.370536846","NULL","NULL","NULL","NULL","priest","chapel",0.608013,"chapel","priest",0.033,"0","1E-3","0.23849999999999999",11,20,"5.66","N","13","16","6.59","N","chapel","priest",0.033,0,0.001,"5.66","6.59",20,16,17.750639,0.43144
"chapter.sorority","sorority","chapter",7,11.84,2.78,10.04,3,0,14455,2409.17,"NN",615.63,-0.44,1,"bpa","",0.013,0,8,0.03,636.111111111111,1.07602245783895,0.888888888888889,557.894736842105,0.555708518145724,0.894736842105263,-31.8111111111111,-0.56288925454325,0.0111111111111112,149.855263157895,0.116867434005419,0.0219298245614035,8,1.88,1.99,6.28,0,NA,14186,2026.57,"NN",791.03,0,0.88,9,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sorority","chapter",0.847153,"chapter","sorority",0.013,"0","0","0",8,74,"NULL","N","17","1","NULL","N","chapter","sorority",0.013,0,0,"NULL","NULL",74,1,8.455444,0.04306
"charge.electric","electric","charge",6,89.39,3.66,10.72,1,1,7144,1428.8,"NN|VB",610.74,-0.53,0.96,"bpa","",0.029,0,13,0.39,497.928571428571,-0.1978314998812,1,567.413793103448,0.303260674058414,0.96551724137931,58.4714285714285,0.57086789642784,0,9.27851458885948,-0.0263418744390981,0.0344827586206896,8,17.14,2.94,9.89,0,NA,14445,2063.57,"JJ",746.03,-0.07,0.97,16,NA,NA,0,0,0,NA,NA,NA,NA,NA,"electric","charge",0.749899,"charge","electric",0.029,"0","0","0",13,122,"3.5","V","23","68","NULL","AJ","charge","electric",0.029,0,0,"3.5","NULL",122,68,14.850235,0.370291
"cheap.sale","sale","cheap",5,36.24,3.27,10.44,2,0,5954,1488.5,"JJ|RB|NN",618.48,-0.53,1,"unclassified","",0.027,0.062,13,0.14,558.830188679245,0.00483631459674247,1,471.782608695652,-0.185826511736931,0.956521739130435,-28.7801886792454,-0.220147069696324,0,62.5507246376812,0.254333620698015,0.0434782608695652,4,25.39,3.11,11.47,19,1,7216,2405.33,"NN",597.61,-0.66,1,25,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sale","cheap",0.697279,"cheap","sale",0.027,"6.2E-2","6.0000000000000001E-3","5.7000000000000002E-3",13,24,"2.68","AJ","17","44","3.6","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cheat.fail","fail","cheat",5,17.67,2.96,8.72,4,2,9262,2315.5,"VB|NN",618.88,-0.39,1,"unclassified","",0.042,0,18,0.26,589.363636363636,0.0555947867490968,1,493.4,-0.285259838579313,0.96,-21.6807095343681,0.125665255352586,-0.024390243902439,63.3368421052631,0.375489546987622,0.04,4,24.59,3.1,9.84,15,3,2779,926.33,"VB",692.49,-0.5,1,24,NA,NA,0,0,0,NA,NA,NA,NA,NA,"fail","cheat",0.661431,"cheat","fail",0.042,"0","0.02","1.84E-2",18,3,"3.25","V","21","37","3.23","V","cheat","fail",0.042,0,0.02,"3.25","3.23",3,37,15.365468,0.210901
"check.cash","cash","check",5,278.98,4.15,12.05,4,0,5510,1377.5,"VB|NN",603.81,-0.52,0.96,"antonym","",0.1,0.013,13,0.49,504.205882352941,-0.142356184446236,1,541.52380952381,-0.00838705368550002,1,-27.7892156862745,-0.420155818491245,0,-8.9480519480519,-0.29053422706032,-0.0303030303030303,4,72.43,3.57,10.58,12,1,4550,1516.67,"NN|VB",593.2,-0.79,0.97,20,"cash","check",0.648617430587914,0.719927134637898,0.0229227302028798,"0.53143051","11.248214","0.41519","0.013","0.1","cash","check",0.62475,"check","cash",0.1,"1.2999999999999999E-2","6.4000000000000001E-2","0.2442",13,88,"4.38","N","4","36","6.28","N","check","cash",0.1,0.013,0.064,"4.38","6.28",88,36,11.248214,0.41519
"checkers.round","round","checkers",8,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"perceptual property","",0.013,0,11,0.02,514.45,-0.148661843108926,0.95,497.361111111111,-0.174012927842862,1,59.6181818181818,0.115893967253654,0.05,20.374183006536,-0.00659900919559761,0,5,66.53,3.53,10.76,7,2,7436,1859,"JJ|NN|VB",569.53,-0.69,0.97,46,NA,NA,0,0,0,NA,NA,NA,NA,NA,"round","checkers",0.88977,"checkers","round",0.013,"0","2E-3","5.1000000000000004E-3",11,0,"NULL","N","7","81","4.34","AJ","checkers","round",0.013,0,0.002,"NULL","4.34",0,81,9.53407,0.044708
"cheerleader.snob","snob","cheerleader",11,6.45,2.52,6.27,0,NA,25626,2562.6,"NN",691.35,-0.15,1,"unclassified","",0.039,0,29,-0.12,478.684210526316,-0.349574345783363,1,440.666666666667,-0.441655566955716,1,10.4639376218324,0.0284321127217232,-0.0370370370370371,79.547619047619,0.535092532252608,0,4,2.18,2.05,6.12,5,3,1325,441.67,"NN",687.36,-0.48,0.97,28,NA,NA,0,0,0,NA,NA,NA,NA,NA,"snob","cheerleader",0.871165,"cheerleader","snob",0.039,"0","0","2.8999999999999998E-3",29,1,"NULL","N","18","1","3.75","N","cheerleader","snob",0.039,0,0,"NULL","3.75",1,1,23.127269,-0.057444
"chef.waiter","waiter","chef",4,11.88,2.78,7.26,2,1,3713,1237.67,"NN",735.54,0.13,0.86,"script","",0.014,0,6,0.46,561.846153846154,0.153701831534983,0.961538461538462,618.809523809524,0.247729858421927,0.952380952380952,-31.8461538461538,0.00561656102902144,-0.0615384615384615,-46.3864468864469,0.0545411758459194,0.0476190476190477,6,13.2,2.83,7.11,4,4,14317,2863.4,"NN",679.64,-0.52,1,10,"chef","waiter",0.460102799634932,0.565772500341882,0.185899595603367,"NULL","13.599336","0.388948","0.014","0","waiter","chef",0.517785,"chef","waiter",0.014,"0","0","3.6200000000000003E-2",6,9,"6.41","N","12","10","6.65","N","chef","waiter",0.014,0,0,"6.41","6.65",9,10,13.599336,0.388948
"chess.king","king","chess",5,7.45,2.58,9.33,1,1,9326,2331.5,"NN",630.04,-0.32,1,"unclassified","",0.092,0,14,0.1,525.9375,-0.137736278066057,1,515.4,-0.277373817426473,1,5.77678571428567,-0.153163259735615,0,-38.9882352941176,0.0458328218664812,-0.0294117647058824,4,129.25,3.82,10.87,8,1,11240,3746.67,"NN",558.67,-0.8,0.97,47,NA,NA,0,0,0,NA,NA,NA,NA,NA,"king","chess",0.753812,"chess","king",0.092,"0","7.0000000000000001E-3","0",14,3,"NULL","N","8","88","5.54","N","chess","king",0.092,0,0.007,"NULL","5.54",3,88,15.929655,0.080533
"chew.swallow","swallow","chew",4,9.06,2.67,7.96,4,2,3575,1191.67,"VB|NN",662,-0.42,1,"script","",0.102,0.067,12,0.75,561.51724137931,0.304569722855523,0.96551724137931,518.576923076923,-0.135586341481972,0.961538461538462,-33.9043381535039,-0.40444127140869,-0.0300333704115685,44.6153846153846,0.0518230604103034,-0.115384615384615,7,12.73,2.81,8.07,1,1,7696,1282.67,"VB|NN",703.25,-0.43,0.97,13,"chew","swallow",0.475790014742318,0.465099662599304,0,"0.426066771","4.590947","0.712148","0.102","0.067","swallow","chew",0.541955,"chew","swallow",0.102,"6.7000000000000004E-2","1E-3","2.9399999999999999E-2",12,2,"4.32","V","17","10","4.95","V","chew","swallow",0.102,0.067,0.001,"4.32","4.95",2,10,4.590947,0.712148
"chief.leader","leader","chief",5,77.9,3.6,9.85,1,0,4303,1075.75,"JJ|NN",731,-0.17,1,"synonym","",0.164,0.021,10,0.45,577.575,0.201755507872235,1,582.435897435897,0.233939517953023,0.974358974358974,-59.963888888889,0.0215824119680559,0,21.8141025641025,0.0817838552364642,-0.0243589743589744,6,31.16,3.2,10.4,6,0,15045,3009,"NN",655.81,-0.5,1,31,"chief","leader",0.358075554275556,0.212296160477229,0.0989382173538791,"0.359884582","1.814648","0.393782","0.164","0.021","leader","chief",0.635154,"chief","leader",0.164,"2.1000000000000001E-2","1E-3","2.2000000000000001E-3",10,119,"4.82","N","22","74","5.83","N","chief","leader",0.164,0.021,0.001,"4.82","5.83",119,74,1.814648,0.393782
"chimpanzee.ape","ape","chimpanzee",10,1.22,1.8,5.95,0,NA,10342,1149.11,"NN",762.8,0.25,1,"supraordinate","",0.054,0.014,7,0.63,593.92,0.399554555640115,1,498.740740740741,-0.47862565975966,1,-49.42,-0.541341061194973,-0.05,2.91310541310537,0.326794781480542,0,3,9.67,2.69,8.26,10,5,2536,1268,"NN|VB",620.38,-0.6,1,12,"ape","chimpanzee",0.702835441848064,0.719671665001106,0,"NULL","1.648658","0.651888","0.014","0.054","ape","chimpanzee",0.503641,"chimpanzee","ape",0.054,"1.4E-2","0.125","0.31850000000000001",7,0,"NULL","N","10","3","6.4","N","chimpanzee","ape",0.054,0.014,0.125,"NULL","6.4",0,3,1.648658,0.651888
"chinese.rice","rice","chinese",7,44.43,3.36,10.53,0,NA,18293,3048.83,"NN|JJ",633.85,-0.45,1,"perceptual property","",0.028,0.116,15,0.21,510.473684210526,-0.367168645002937,1,609.2,0.249674348016682,1,57.3834586466166,0.196799583733597,0,11.895238095238,0.0049493121728269,0,4,15.08,2.89,9.71,15,5,6798,2266,"NN",577.85,-0.64,1,11,"chinese","rice",0.186076316741524,0.209273505907891,0,"NULL","16.173379","0.164092","0.028","0.116","rice","chinese",0.650571,"chinese","rice",0.028,"0.11600000000000001","0","3.7699999999999997E-2",15,56,"5.16","AJ","19","33","6.04","N","chinese","rice",0.028,0.116,0,"5.16","6.04",56,33,16.173379,0.164092
"chips.potato","potato","chips",5,16.24,2.92,9.93,6,0,3435,858.75,"NN|VB",635.21,-0.4,1,"bpa","",0.219,0,20,0.33,597.541666666667,0.149404333440877,1,548.15,0.0410864205620261,1,-42.566056910569,0.163709277755885,0,-21.0730769230769,-0.392600831146876,0,6,11.29,2.76,8.06,0,NA,9404,1880.8,"NN",749.2,-0.22,0.94,24,"chips","potato",0.135056159701195,0.140368844498584,0,"0.084664747","NULL","NULL","0.219","0","potato","chips",0.526969,"chips","potato",0.219,"0","0","2E-3",20,3,"NULL","N","23","15","7","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chisel.chip","chip","chisel",6,0.88,1.66,7.9,0,NA,9127,1825.4,"NN",750.85,-0.08,1,"functional property","",0.071,0,25,0.28,505.727272727273,-0.359401143649862,1,487.871794871795,-0.359867509582347,1,-56.1717171717172,-0.287605443861489,0,49.7682051282051,0.241306903202185,0,4,20.61,3.02,10.48,8,1,3129,1043,"NN|VB",579.38,-0.75,1,8,"chip","chisel",0.0558019961138908,0.0448357537279668,0,"NULL","NULL","NULL","NULL","NULL","chip","chisel",0.90191,"chisel","chip",0.071,"0","0","3.5000000000000001E-3",25,4,"5.84","N","15","17","5.3","N","chisel","chip",0.071,0,0,"5.84","5.3",4,17,10.398469,0.224589
"chop.ax","ax","chop",4,13.61,2.84,7.75,7,4,3462,1154,"NN|VB",651.33,-0.42,1,"functional property","",0.027,0.092,15,0.51,564.142857142857,-0.170450042165026,1,453.285714285714,-0.216060215274907,1,-41.8533834586466,-0.192409203031738,0,87.5714285714286,0.306228951619532,0,2,4.33,2.35,8.05,8,7,94,94,"NN|VB",641.3,-0.53,0.88,6,"ax","chop",0.536634737094438,0.439539534484474,0,"0.47260748","0.495321","0.424204","0.092","0","ax","chop",0.666523,"chop","ax",0.027,"9.1999999999999998E-2","0","2.1000000000000001E-2",15,3,"4.08","V","18","6","6.65","N","chop","ax",0.027,0.092,0,"4.08","6.65",3,6,0.495321,0.424204
"chorus.song","song","chorus",6,6.08,2.49,8.7,2,0,7597,1519.4,"NN",634.52,-0.17,1,"supraordinate","",0.079,0,10,0.67,488.354838709677,-0.363450806341112,1,471,-0.601377542607784,0.958333333333333,67.9308755760369,0.164364579670968,-0.0476190476190477,131.052631578947,0.475503314994211,0.0416666666666666,4,93.69,3.68,11,9,1,9307,3102.33,"NN",559.5,-0.6,1,46,NA,NA,0,0,0,NA,NA,NA,NA,NA,"song","chorus",0.49248,"chorus","song",0.079,"0","0.215","0.13639999999999999",10,1,"5.58","N","16","70","5.04","N","chorus","song",0.079,0,0.215,"5.58","5.04",1,70,7.889484,0.618674
"christian.jewish","jewish","christian",9,15.9,2.91,10.69,0,NA,20345,2543.13,"NN|JJ",648.04,-0.39,1,"category","",0.038,0.033,13,0.6,542.473684210526,-0.0861321270127496,1,527.333333333333,0.100832532838242,1,-55.4433811802234,-0.238423842110373,-0.0303030303030303,9.35897435897436,-0.128602277843649,-0.0384615384615384,6,13.76,2.85,10.18,0,NA,4978,995.6,"JJ|NN",601.56,-0.64,1,10,"christian","jewish",0.398445923733785,0.348331516159844,0,"NULL","NULL","NULL","0.038","0.033","jewish","christian",0.563782,"christian","jewish",0.038,"3.3000000000000002E-2","2.5000000000000001E-2","3.7699999999999997E-2",13,144,"NULL","N","23","74","NULL","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"christmas.santa","santa","christmas",9,122.43,3.8,9.45,0,NA,14189,1773.63,"NN",611.31,-0.38,1,"script","",0.021,0.276,13,0.34,532.444444444444,-0.213502524836299,1,510.576923076923,-0.0734509952712625,1,1.0292397660819,0.183391685262628,0,63.534188034188,0.206268719251227,0,5,46.69,3.38,10.05,0,NA,9114,2278.5,"NN",615.76,-0.57,1,9,"christmas","santa",0.247777236089048,0.138068907355645,0,"0.35606234","NULL","NULL","0.021","0.276","santa","christmas",0.500101,"christmas","santa",0.021,"0.27600000000000002","0","0",13,27,"4.53","N","7","28","NULL","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chromosomes.sex","sex","chromosomes",11,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"bpa","",0.046,0,16,0.31,544.666666666667,-0.0190053232926451,1,490.3125,-0.195814263645393,1,28.6470588235295,0.185365057548861,0,25.4303571428571,0.00901090146144118,0,3,152.18,3.89,11.09,12,2,2635,1317.5,"NN|VB",571.28,-0.87,1,110,"chromosomes","sex",0.179843159410093,0.119774733727748,0,"NULL","NULL","NULL","0.046","0","sex","chromosomes",0.724339,"chromosomes","sex",0.046,"0","1E-3","0",16,0,"NULL","N","15","84","5.33","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"church.religion","religion","church",6,69.67,3.55,10.8,0,NA,5110,1022,"NN",602.15,-0.48,1,"unclassifed","",0.134,0.155,15,0.62,615.351351351351,0.413426548800606,1,547.583333333333,0.241326396342985,1,-35.2084942084942,-0.179310770962374,0,66.6833333333333,0.455363595988469,0,8,13.86,2.85,10.62,0,NA,17534,2504.86,"NN",663.76,-0.51,0.97,57,NA,NA,0,0,0,NA,NA,NA,NA,NA,"religion","church",0.59352,"church","religion",0.134,"0.155","2.3E-2","6.2700000000000006E-2",15,348,"5.82","N","14","119","3.71","N","church","religion",0.134,0.155,0.023,"5.82","3.71",348,119,0.578568,0.523285
"city.state","state","city",4,169.1,3.94,11.53,2,0,3865,1288.33,"NN",590.52,-0.51,1,"category","",0.132,0.117,18,0.19,503.058823529412,-0.265316715496454,1,520.619047619048,-0.257244257084113,1,7.09502262443436,-0.0226896812735189,0,1.89523809523814,0.00738185373180617,0,5,107.84,3.74,12.2,7,0,14018,3504.5,"NN|VB",631.22,-0.61,0.94,34,NA,NA,0,0,0,NA,NA,NA,NA,NA,"state","city",0.637081,"city","state",0.132,"0.11700000000000001","6.0000000000000001E-3","5.3E-3",18,393,"5.41","N","15","808","4.3099999999999996","N","city","state",0.132,0.117,0.006,"5.41","4.31",393,808,2.905195,0.168435
"clamp.tool","tool","clamp",5,6.86,2.55,7.38,5,1,4421,1105.25,"VB|NN",607.26,-0.4,1,"supraordinate","",0.026,0,21,0.72,586.448275862069,-0.0803380130443346,1,494.95,-0.0844968093959199,0.95,-58.698275862069,-0.0725763473657113,0,-54.7714285714285,-0.478677572593284,0.05,4,10.75,2.74,10.41,8,2,3590,1196.67,"NN",573.24,-0.77,1,34,NA,NA,0,0,0,NA,NA,NA,NA,NA,"tool","clamp",0.779021,"clamp","tool",0.026,"0","0","0",21,6,"5.88","N","12","40","5.33","N","clamp","tool",0.026,0,0,"5.88","5.33",6,40,9.47167,0.635476
"clarify.repeat","repeat","clarify",7,2.24,2.06,8.66,1,0,9054,1509,"VB|NN",635.29,-0.37,1,"unclassified","",0.013,0,9,0.18,612.642857142857,0.193944764726514,1,568.739130434783,0.418887286404083,1,40.139751552795,0.586072196894489,0,24.2608695652174,-0.359559188518657,-0.05,6,33.02,3.23,10,3,0,12875,2575,"VB|NN",593.3,-0.62,1,13,NA,NA,0,0,0,NA,NA,NA,NA,NA,"repeat","clarify",0.791116,"clarify","repeat",0.013,"0","0","5.9999999999999995E-4",9,13,"NULL","V","18","26","NULL","V","clarify","repeat",0.013,0,0,"NULL","NULL",13,26,7.458178,0.149857
"cleaning.dust","dust","cleaning",8,22.69,3.06,9.16,1,0,21625,3089.29,"NN|VB",630.31,-0.45,1,"unclassified","",0.02,0,28,0.17,541.4,-0.198049666996613,1,509.25,-0.352806553749371,1,-13.5714285714286,0.00686165520875773,0,33.5131578947369,0.233055947833914,0,4,23.84,3.09,9.83,10,2,5392,1797.33,"NN|VB",589.06,-0.71,1,21,"cleaning","dust",0.657538995174527,0.630749507175321,0.36583587480023,"NULL","19.251131","0.201942","0.02","0","dust","cleaning",0.701364,"cleaning","dust",0.02,"0","1E-3","9.4999999999999998E-3",28,37,"NULL","V","16","70","6.67","N","cleaning","dust",0.02,0,0.001,"NULL","6.67",37,70,19.251131,0.201942
"clear.cloudy","cloudy","clear",5,171.82,3.94,11.26,2,0,8775,2193.75,"JJ|VB|RB",626.48,-0.49,1,"antonym","",0.079,0.02,20,0.39,550.780487804878,0.15044739444002,1,548.333333333333,0.201088817350698,1,-1.62664165103183,-0.323774586263714,0,-25.3645833333334,-0.440718044267038,-0.0625,6,2.16,2.05,6.95,1,1,4230,846,"JJ",566.48,-0.66,0.94,9,NA,NA,0,0,0,NA,NA,NA,NA,NA,"cloudy","clear",0.775825,"clear","cloudy",0.079,"0.02","7.0000000000000001E-3","3.5000000000000001E-3",20,219,"3.51","AJ","14","2","NULL","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"clench.tighten","tighten","clench",6,0.39,1.32,5.59,1,1,10726,2145.2,"VB",609.11,-0.49,1,"unclassified","",0.027,NA,12,0.19,607.923076923077,0.0541284058668319,1,566,0.0278417509464607,1,-100.367521367521,-0.195484192038162,0,-37.4642857142857,-0.0627776476024985,-0.0357142857142857,7,2.86,2.17,7.41,2,2,14617,2436.17,"VB",695.97,-0.32,1,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,"tighten","clench",0.629273,"clench","tighten",0.027,"NULL","NULL","NULL",12,1,"3.74","V","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"clerk.person","person","clerk",5,12.9,2.82,7.91,1,1,10427,2606.75,"NN",613.5,-0.66,1,"unclassified","",0.032,0,21,0.16,505.833333333333,-0.162085341983968,1,561,-0.249242214346001,1,16.9666666666666,-0.229825140014476,-0.05,-81.28,0.0755925340632898,0,6,212.88,4.04,12.03,1,0,14682,2936.4,"NN",614.61,-0.71,1,134,NA,NA,0,0,0,NA,NA,NA,NA,NA,"person","clerk",0.855907,"clerk","person",0.032,"0","2E-3","0",21,34,"6.05","N","14","175","6.51","N","clerk","person",0.032,0,0.002,"6.05","6.51",34,175,7.884694,0.135679
"clever.stupid","stupid","clever",6,27.27,3.14,8.94,1,0,12538,2507.6,"JJ",642.88,-0.28,0.89,"antonym","",0.014,0,9,0.35,503.5625,-0.391274568611496,1,522.84375,0.0276576623226865,1,-27.03125,-0.0832616967395693,0,-9.27853260869563,-0.218425894847466,0,6,184.41,3.97,10.72,0,NA,6376,1275.2,"JJ|NN",592.85,-0.75,1,73,"clever","stupid",0.599975612889288,0.593618093182763,0,"NULL","NULL","NULL","0.014","0","stupid","clever",0.519701,"clever","stupid",0.014,"0","7.9000000000000001E-2","9.3200000000000005E-2",9,17,"3.51","AJ","6","24","3.39","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"click.mouse","mouse","click",5,6.41,2.52,9.91,7,1,6561,1640.25,"NN|VB",614.97,-0.49,1,"functional property","",0.027,0,21,0.1,500.5,-0.475160771342906,1,510.944444444444,-0.222395878920454,1,38.8333333333334,0.403301674155459,0,28.2407407407408,0.298288527435989,0,5,19.12,2.99,10.54,7,1,6138,1534.5,"NN",623.12,-0.71,0.94,20,NA,NA,0,0,0,NA,NA,NA,NA,NA,"mouse","click",0.770694,"click","mouse",0.027,"0","0","0",21,2,"NULL","N","10","10","6.12","N","click","mouse",0.027,0,0,"NULL","6.12",2,10,13.323918,0.042913
"cliff.ledge","ledge","cliff",5,21.57,3.04,8.54,0,NA,4233,1058.25,"NN",609.04,-0.55,1,"unclassified","",0.042,0.193,12,0.69,568.227272727273,0.0678839368376345,0.954545454545455,463.5625,-0.460930714209194,0.9375,10.0166297117516,0.208369875906894,0.0454545454545454,66.741847826087,0.458903040182601,0.0625,5,3.51,2.26,7.36,3,2,9250,2312.5,"NN",614,-0.52,0.91,5,"cliff","ledge",0.461529928688198,0.509459340001509,0.521732632065692,"0.484161154","9.82135","0.641386","0.042","0.193","cliff","ledge",0.51691,"cliff","ledge",0.042,"0.193","1E-3","2.6700000000000002E-2",12,11,"5.98","N","14","6","4.93","N","cliff","ledge",0.042,0.193,0.001,"5.98","4.93",11,6,9.82135,0.641386
"clippers.scissors","scissors","clippers",8,1.12,1.76,6.48,2,0,13653,1950.43,"NN",632.52,-0.35,1,"synonym","",0.221,0,13,0.2,616.708333333333,0.61049415756489,1,510.823529411765,0.0181501528625267,1,-49.9775641025641,-0.387551468133926,0,108.969574036511,0.451898577287503,0,8,6.69,2.53,7.22,0,NA,11198,1599.71,"NN",697.94,-0.39,1,7,"clippers","scissors",0.623011153955036,0.491811672330234,0.377475462023643,"NULL","1.734602","0.152032","0.221","0","scissors","clippers",0.545398,"clippers","scissors",0.221,"0","2.1000000000000001E-2","9.4200000000000006E-2",13,1,"NULL","N","4","1","5.92","N","clippers","scissors",0.221,0,0.021,"NULL","5.92",1,1,1.734602,0.152032
"clockwise.direction","direction","clockwise",9,0.51,1.43,6.86,0,NA,8929,1116.13,"RB|JJ",682.7,-0.38,0.96,"supraordinate","",0.033,0,12,0.52,581.216216216216,0.197855582859597,1,528.861111111111,-0.00920090521224188,1,-16.5162162162162,-0.180169974527804,0,49.781746031746,0.468627337505601,-0.0714285714285714,9,24.08,3.09,10.34,0,NA,21560,2695,"NN",624.62,-0.5,1,18,NA,NA,0,0,0,NA,NA,NA,NA,NA,"direction","clockwise",0.601395,"clockwise","direction",0.033,"0","0","2.8999999999999998E-3",12,3,"NULL","N","24","134","3.19","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"close.near","near","close",5,219.43,4.05,11.35,3,0,4924,1231,"VB",590.43,-0.66,1,"synonym","",0.09,0.394,9,0.51,523.0625,-0.205680598203581,1,528.157894736842,-0.26844860821687,1,41.4097222222222,0.409824483605047,0,52.3754385964912,0.474891182299872,0,4,83.1,3.63,11.27,13,2,7055,2351.67,"minor|JJ|VB|RB",582.12,-0.81,1,14,NA,NA,0,0,0,NA,NA,NA,NA,NA,"near","close",0.567345,"close","near",0.09,"0.39400000000000002","6.2E-2","6.6299999999999998E-2",9,234,"3.24","AJ","2","198","3.29","AD","close","near",0.09,0.394,0.062,"3.24","3.29",234,198,1.347215,0.452422
"club.fraternity","fraternity","club",4,98.78,3.7,11.06,1,0,1537,512.33,"NN|VB",606.07,-0.56,1,"supraordinate","",0.027,0,22,0.14,546.05,0.549209820243708,1,602.484848484849,0.494421824580119,0.939393939393939,96.9250000000001,0.874068918040462,-0.125,89.5151515151515,1.20686888330915,0.0606060606060606,10,3.35,2.24,7.49,0,NA,23096,2566.22,"NN",727.15,-0.3,0.97,8,NA,NA,0,0,0,NA,NA,NA,NA,NA,"fraternity","club",0.615979,"club","fraternity",0.027,"0","4.0000000000000001E-3","9.7999999999999997E-3",22,145,"4.9800000000000004","N","15","6","4.2","N","club","fraternity",0.027,0,0.004,"4.98","4.2",145,6,4.768081,0.110699
"coal.diamond","diamond","coal",4,6.57,2.53,8.48,7,3,5957,1985.67,"NN",619.96,-0.46,1,"unclassified","",0.026,0,14,0.04,661.809523809524,0.155564474601537,1,540.204545454546,-0.0189926884341014,0.977272727272727,-133.335839598997,-0.285555219968973,0,37.6049783549784,0.016531958529878,0.0227272727272727,7,20.65,3.02,9.81,0,NA,11274,1879,"NN",611.43,-0.55,1,23,NA,NA,0,0,0,NA,NA,NA,NA,NA,"diamond","coal",0.741602,"coal","diamond",0.026,"0","2E-3","0",14,32,"5.48","N","17","8","6.21","N","coal","diamond",0.026,0,0.002,"5.48","6.21",32,8,16.757717,0.047818
"cob.web","web","cob",3,0.69,1.56,6.13,17,15,2832,1416,"NN",623.75,-0.46,1,"fpa","",0.013,0,2,0.15,520.68,-0.18785696355767,1,498.619047619048,-0.255427668338997,1,15.3200000000001,0.126949751388291,0,32.2380952380953,-0.0374102210757944,0,3,9.22,2.67,11.85,5,1,723,361.5,"NN",618.74,-0.54,1,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,"web","cob",0.941842,"cob","web",0.013,"0","0","0",2,0,"NULL","N","4","6","5.57","N","cob","web",0.013,0,0,"NULL","5.57",0,6,23.119784,0.157604
