"index","TargetWord","Prime","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.NT.RT","PELP.NT.Z","PELP.NT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","NT.200ms.RT","NT.200ms.Z","NT.200ms.Acc","NT.1200ms.RT","NT.1200ms.Z","NT.1200ms.Acc","NT.200ms.RT.Priming","NT.200ms.Z.Priming","NT.200ms.Acc.Priming","NT.1200ms.RT.Priming","NT.1200ms.Z.Priming","NT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y"
"rodent.bug","bug","rodent",6,1.8,1.97,6.85,0,NA,12113,2422.6,"NN",578.81,-0.67,1,"unclassified","",0.026,0,5,0.14,530.538461538462,-0.0727007719821804,1,504.444444444444,-0.392134798600491,1,47.6043956043956,-0.0944945803430561,-0.0476190476190477,6.74074074074071,0.145618936759314,0,3,20.94,3.03,10.38,17,4,835,417.5,"NN|VB",600.63,-0.75,0.97,52,NA,NA,0,0,0,NA,NA,NA,NA,NA,"bug","rodent",0.732876,"rodent","bug",0.026,"0","3.3500000000000002E-2","1.12E-2",5,3,"5.76","N","16","4","6.4","N","rodent","bug",0.026,0,0.0335,"5.76","6.4",3,4,10.937449,0.157357
"romance.kiss","kiss","romance",7,15.53,2.9,8.65,0,NA,11553,1925.5,"NN|VB",591.12,-0.49,1,"unclassified","",0.021,0,9,0.13,485.323529411765,-0.621854910352119,1,535,-0.0944451126942495,1,68.6264705882354,0.36351221947703,0,-59.4285714285714,-0.178828171726105,0,4,121.16,3.79,9.46,5,2,4756,1585.33,"NN|VB",522.11,-0.8,1,23,NA,NA,0,0,0,NA,NA,NA,NA,NA,"kiss","romance",0.586697,"romance","kiss",0.021,"0","3.44E-2","0.14180000000000001",9,13,"2.75","N","13","17","5.78","V","romance","kiss",0.021,0,0.0344,"2.75","5.78",13,17,19.216357,0.121903
"roof.tile","tile","roof",4,35.65,3.26,8.64,7,2,3269,1089.67,"NN",567.5,-0.7,1,"perceptual property","",0.024,0,9,0.59,550.842105263158,-0.124482409742301,0.947368421052632,538.5,-0.376958593209898,0.944444444444444,-46.0325814536341,0.101168379769818,0.0050125313283208,33.3787878787879,0.55311630458211,-0.0353535353535354,4,2.12,2.04,7.19,14,11,9625,3208.33,"NN|VB",635.27,-0.57,0.97,9,"tile","roof",0.0350430638566826,0.0353789818271442,0,"0.069246202","NULL","NULL","NULL","NULL","tile","roof",0.597388,"roof","tile",0.024,"0","6.8999999999999999E-3","1.7899999999999999E-2",9,59,"5.82","N","9","16","6.23","N","roof","tile",0.024,0,0.0069,"5.82","6.23",59,16,10.13315,0.47923
"roommate.bitch","bitch","roommate",8,11.39,2.76,8.01,0,NA,14924,2132,"NN",585.74,-0.55,1,"perceptual property","",0.014,NA,19,0.06,613.583333333333,0.293776076101341,1,518.478260869565,0.112577886496384,1,-68.7833333333334,0.106612035820267,0,47.9717391304348,0.103165472621008,0,5,168.8,3.94,9.15,9,1,4549,1137.25,"NN|VB",646.25,-0.51,1,17,NA,NA,0,0,0,NA,NA,NA,NA,NA,"bitch","roommate",0.689981,"roommate","bitch",0.014,"NULL","NULL","0",19,1,"NULL","N","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rooster.farm","farm","rooster",7,3.86,2.3,6.25,1,1,18036,3006,"NN",669.96,-0.4,0.96,"script","",0.021,0,7,0.14,543.444444444444,-0.110741642288995,1,525.727272727273,0.102566024207682,0.954545454545455,1.88888888888891,0.0376682316266891,0,45.7727272727273,0.0770975429597277,0.0454545454545454,4,30.04,3.19,9.29,6,4,3976,1325.33,"NN|VB",604.67,-0.68,1,38,NA,NA,0,0,0,NA,NA,NA,NA,NA,"farm","rooster",0.729233,"rooster","farm",0.021,"0","7.7999999999999996E-3","7.1999999999999998E-3",7,3,"6.2","N","12","125","5.53","N","rooster","farm",0.021,0,0.0078,"6.2","5.53",3,125,19.886251,0.129772
"rope.ladder","ladder","rope",4,22.71,3.06,8.76,16,6,4557,1519,"NN|VB",533.71,-0.9,1,"category","",0.022,0,21,0.39,497.25,-0.144987634643658,1,538.653846153846,0.00500837012275398,1,57.198275862069,0.278031135455003,0,-6.01495726495727,-0.0387061460152554,0,6,9.25,2.67,8,4,0,12039,2407.8,"NN",569.41,-0.63,0.94,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,"ladder","rope",0.496739,"rope","ladder",0.022,"0","2.5999999999999999E-3","1.89E-2",21,15,"6.36","N","14","19","6.08","N","rope","ladder",0.022,0,0.0026,"6.36","6.08",15,19,16.862269,0.369815
"rotten.spoiled","spoiled","rotten",6,17.47,2.95,7.78,1,1,11931,2386.2,"JJ",578.43,-0.53,1,"bpa","",0.11,0.507,13,0.24,539.689655172414,-0.0255245785306806,0.96551724137931,617.875,0.220914896023201,0.9375,66.3103448275862,0.571103746345359,0.0344827586206896,-83.7573529411765,-0.256538424377403,0.00367647058823528,7,8.47,2.64,7.58,1,1,11587,1931.17,"VB|JJ",678.3,-0.54,0.94,6,"rotten","spoiled",0.46883467137851,0.443729950327599,0,"0.425577937","NULL","NULL","0.11","0.507","rotten","spoiled",0.550436,"rotten","spoiled",0.11,"0.50700000000000001","0","6.7000000000000002E-3",13,2,"4.3099999999999996","AJ","12","6","NULL","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"routine.daily","daily","routine",7,19.84,3.01,9.63,0,NA,18707,3117.83,"JJ|NN",658.85,-0.38,1,"bpa","",0.073,0.076,27,0.42,510.142857142857,-0.317280221963684,1,556.35,-0.0449659495584411,1,22.6238095238095,0.298295774536958,0,-37.0318181818182,-0.0968137539912397,0,5,15.63,2.9,10.57,5,0,4429,1107.25,"JJ|NN|RB",581.38,-0.72,0.97,8,"daily","routine",0.535660027534651,0.420117156602897,0,"NULL","17.428586","0.400234","0.076","0.073","daily","routine",0.613202,"routine","daily",0.073,"7.5999999999999998E-2","7.3000000000000001E-3","5.4999999999999997E-3",27,35,"2.39","N","18","122","4.1900000000000004","AJ","routine","daily",0.073,0.076,0.0073,"2.39","4.19",35,122,17.428586,0.400234
"row.eggs","eggs","row",3,26.33,3.13,9.55,17,7,2829,1414.5,"NN|VB",544.5,-0.69,1,"unclassified","",0.011,0,9,0.08,574,-0.365860485211882,1,518.30303030303,0.0101390564181825,1,-83.5238095238095,0.165123120277637,0,-50.5530303030303,-0.494000818763861,0,4,38.65,3.29,9.01,0,NA,946,315.33,"NN|VB",565.68,-0.74,1,24,NA,NA,0,0,0,NA,NA,NA,NA,NA,"eggs","row",0.969017,"row","eggs",0.011,"0","0","0",9,35,"4.7699999999999996","N","21","35","5.79","N","row","eggs",0.011,0,0,"4.77","5.79",35,35,18.232538,0.077942
"royal.england","england","royal",5,23.24,3.07,9.78,1,0,5460,1365,"JJ|NN",649.68,-0.5,1,"unclassified","",0.02,0,17,0.45,525.666666666667,0.17117871289097,0.962962962962963,541.821428571429,0.0312757743589869,1,54.072463768116,0.00570909362769978,0.0370370370370371,33.1563492063492,0.074660380416679,-0.0222222222222223,7,35.22,3.25,10.51,0,NA,15435,2572.5,"NN",663.32,-0.5,1,14,"england","royal",0.348540512873407,0.302255511913578,0.205608474349139,"NULL","NULL","NULL","NULL","NULL","england","royal",0.717843,"royal","england",0.02,"0","4.1999999999999997E-3","9.5999999999999992E-3",17,48,"3.2","AJ","12","157","NULL","N","royal","england",0.02,0,0.0042,"3.2","NULL",48,157,19.359585,0.373887
"rude.polite","polite","rude",4,22.06,3.05,8.9,9,2,3622,1207.33,"JJ|NN",590.04,-0.72,1,"antonym","",0.044,0.155,20,0.4,610.659090909091,0.204877623336641,0.977272727272727,567.323529411765,0.37094646518343,0.970588235294118,48.6938502673797,0.493860429751646,0.0227272727272727,19.0677749360614,0.221937745000357,-0.0140664961636828,6,13.94,2.85,8.7,1,1,11693,2338.6,"JJ",640.69,-0.5,0.97,11,"polite","rude",0.604306335281833,0.473433841804653,0.512018327547988,"0.40805762","NULL","NULL","0.155","0.044","polite","rude",0.365127,"rude","polite",0.044,"0.155","0","2.5999999999999999E-2",20,6,"2.95","AJ","9","7","3.3","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ruler.straight","straight","ruler",5,3.18,2.21,7.9,2,2,11277,2819.25,"NN",595.97,-0.61,1,"perceptual property","",0.037,0,16,0.05,467.071428571429,-0.328225186447496,1,497.518518518519,-0.386619077794833,1,78.6978021978022,0.0582838389361227,0,36.6243386243386,0.386889719045151,0,8,122.43,3.8,10.66,0,NA,10911,1558.71,"JJ|NN",587.12,-0.65,1,37,NA,NA,0,0,0,NA,NA,NA,NA,NA,"straight","ruler",0.844089,"ruler","straight",0.037,"0","3.0999999999999999E-3","4.0000000000000001E-3",16,3,"6.37","N","12","114","3.89","AJ","ruler","straight",0.037,0,0.0031,"6.37","3.89",3,114,12.181455,0.042663
"rules.game","game","rules",5,67.41,3.54,11.29,5,0,9604,2401,"NN|VB",599.07,-0.62,1,"unclassified","",0.041,0,12,0.29,495.323529411765,-0.537485310493006,1,517.315789473684,0.116662510442824,1,42.7121848739496,0.453607322138553,0,-45.5978407557354,-0.584376254685257,-0.0256410256410257,4,233.84,4.08,12.19,13,2,3300,1100,"NN|VB",579.3,-0.72,0.97,99,NA,NA,0,0,0,NA,NA,NA,NA,NA,"game","rules",0.594237,"rules","game",0.041,"0","0","0",12,85,"NULL","N","13","123","4.72","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rumor.talk","talk","rumor",5,10.41,2.73,8.83,2,1,5012,1253,"NN|VB",613.5,-0.59,1,"unclassifed","",0.049,0,16,0.16,444.777777777778,-0.835254843309368,1,491.769230769231,-0.334625101415732,1,34.0622222222222,0.229367168730365,0,-24.7930402930403,-0.172665203787375,0,4,855,4.64,11.42,8,0,5047,1682.33,"VB|NN",547.45,-0.89,0.91,87,NA,NA,0,0,0,NA,NA,NA,NA,NA,"talk","rumor",0.745993,"rumor","talk",0.049,"0","6.5100000000000005E-2","0",16,8,"3.23","N","18","154","4.18","V","rumor","talk",0.049,0,0.0651,"3.23","4.18",8,154,3.798872,0.090556
"running.sweat","sweat","running",7,157.92,3.91,11.89,4,0,15218,2536.33,"VB|NN",588.62,-0.67,1,"script","",0.052,0,17,0.19,460.363636363636,-0.364803448450071,0.909090909090909,605.181818181818,0.337314344184962,0.909090909090909,85.2540106951872,0.60543802655819,-0.0561497326203209,-95.7575757575757,-0.595511328315373,-0.0606060606060606,5,21.86,3.05,8.53,3,1,6676,1669,"NN|VB",721.31,-0.35,0.94,36,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sweat","running",0.684553,"running","sweat",0.052,"0","8.2000000000000007E-3","5.8999999999999999E-3",17,123,"4.4000000000000004","N","16","23","4.53","V","running","sweat",0.052,0,0.0082,"4.4","4.53",123,23,10.174286,0.173816
"rural.town","town","rural",5,1.16,1.78,8.78,2,0,8192,2048,"JJ|NN",617.12,-0.43,0.89,"fpa","",0.027,0,16,0.21,516.529411764706,-0.260934085205216,1,611.619047619048,-0.0692897063011665,0.952380952380952,11.8420168067228,-0.0352032928821036,0,-130.941628264209,-0.163912889462908,0.0476190476190477,4,247.92,4.1,10.52,4,1,2217,739,"NN",603.39,-0.7,0.94,14,NA,NA,0,0,0,NA,NA,NA,NA,NA,"town","rural",0.750239,"rural","town",0.027,"0","2.0899999999999998E-2","5.3400000000000003E-2",16,54,"3.54","AJ","10","212","5.52","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rye.wheat","wheat","rye",3,4.16,2.33,7.14,7,5,816,408,"NN",601.7,-0.54,0.96,"category","",0.068,0.02,2,0.76,605.833333333333,0.585694052181755,1,475.666666666667,-0.296641051748199,1,-38.7820512820513,-0.406401079005296,0,78.0229885057472,0.492148478345268,-0.0344827586206896,5,5.75,2.47,8.32,1,1,7977,1994.25,"NN",627.88,-0.57,0.97,22,"rye","wheat",0.606012831857768,0.672853793365956,0,"NULL","4.859157","0.731871","0.068","0.02","wheat","rye",0.69473,"rye","wheat",0.068,"0.02","2.06E-2","0.14949999999999999",2,4,"NULL","N","17","9","5.55","N","rye","wheat",0.068,0.02,0.0206,"NULL","5.55",4,9,4.859157,0.731871
"sacred.frightened","frightened","sacred",6,14.02,2.85,8.87,0,NA,12023,2404.6,"JJ",751.36,0.04,0.79,"synonym","",0.053,0,21,0.11,591.65,0.361400444379044,1,578.487179487179,0.168289183619474,0.974358974358974,-56.3741379310345,-0.164998957774685,0,-14.3443223443223,0.263912635097537,0.0256410256410257,10,23.25,3.07,7.84,1,0,19852,2205.78,"VB|JJ",676.79,-0.34,1,4,NA,NA,0,0,0,NA,NA,NA,NA,NA,"frightened","sacred",0.896328,"sacred","frightened",0.053,"0","0","2.0000000000000001E-4",21,38,"NULL","AJ","6","26","NULL","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"saddle.ride","ride","saddle",6,7.82,2.6,7.97,2,0,5721,1144.2,"NN|VB",654.64,-0.33,0.93,"unclassified ","",0.02,0,4,0.71,511.309523809524,-0.300742931359349,1,488,-0.228007678449371,1,3.6904761904762,0.116583775175164,-0.0476190476190477,14.4375,0.186112762098581,0,4,135.37,3.84,10.07,15,2,6321,2107,"NN|VB",546.03,-0.69,1,40,"saddle","ride",0.165910646295144,0,0,"0.14591426","11.519145","0.645287","0.02","0","ride","saddle",0.514325,"saddle","ride",0.02,"0","0.22939999999999999","0.32700000000000001",4,25,"6.2","N","14","49","4.1399999999999997","V","saddle","ride",0.02,0,0.2294,"6.2","4.14",25,49,11.519145,0.645287
"safe.protect","protect","safe",4,143.2,3.86,10.41,8,3,1539,513,"JJ|NN",605.19,-0.54,1,"unclassified","",0.021,0,21,0.44,536.888888888889,0.152927655224553,1,531.833333333333,0.0691679164555563,1,8.89682539682542,0.0600084500105401,0,-37.7833333333334,-0.270126950637799,0,7,70.25,3.55,10.29,2,1,11228,1871.33,"VB",602.38,-0.57,0.88,9,"protect","safe",0.188333932136815,0.133283304133383,0.251414304233496,"0.319491917","NULL","NULL","NULL","NULL","protect","safe",0.527223,"safe","protect",0.021,"0","1.0999999999999999E-2","7.1000000000000004E-3",21,58,"3.72","AJ","22","34","2.95","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sailing.fishing","fishing","sailing",7,9.41,2.68,8.18,8,3,16649,2774.83,"NN|VB",640.64,-0.35,1,"script","",0.014,0,11,0.22,518.073170731707,0.0631516347314174,0.975609756097561,540.444444444444,-0.0438133127014832,1,-10.9065040650407,-0.0525814519015686,0.024390243902439,90.4444444444445,0.35816734257074,0,7,23.61,3.08,9.18,1,0,16754,2792.33,"NN|VB",610.58,-0.51,0.97,18,NA,NA,0,0,0,NA,NA,NA,NA,NA,"fishing","sailing",0.627556,"sailing","fishing",0.014,"0","5.7000000000000002E-3","3.49E-2",11,20,"4.88","N","15","32","5.05","N","sailing","fishing",0.014,0,0.0057,"4.88","5.05",20,32,14.76298,0.200851
"sailor.sea","sea","sailor",6,12.39,2.8,8.74,1,0,7310,1462,"NN",642.75,-0.36,1,"script","",0.077,0,14,0.49,631.820512820513,-0.156080750948097,1,534.511627906977,0.0360884888075294,1,-113.435897435897,-0.137937159573129,0,-30.742397137746,-0.0794627589700967,0,3,59.84,3.48,10.51,10,3,3846,1923,"NN",531.61,-0.95,1,68,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sea","sailor",0.583143,"sailor","sea",0.077,"0","1.78E-2","1.9E-3",14,5,"6.13","N","15","95","5.82","N","sailor","sea",0.077,0,0.0178,"6.13","5.82",5,95,15.798287,0.428737
"sales.store","store","sales",5,12.71,2.81,10.94,11,0,11705,2926.25,"NN",596.19,-0.49,1,"unclassified","",0.068,0,26,0.52,520.658536585366,-0.23757700646364,0.975609756097561,492.725,-0.401830349316783,1,-35.2299651567944,-0.125950804635796,0.024390243902439,-19.325,-0.087259411048502,0,5,81.92,3.62,10.88,13,1,12227,3056.75,"NN|VB",600.91,-0.56,1,63,NA,NA,0,0,0,NA,NA,NA,NA,NA,"store","sales",0.713247,"sales","store",0.068,"0","1.54E-2","6.7000000000000002E-3",26,2,"3.6","N","17","74","5.44","N","sales","store",0.068,0,0.0154,"3.6","5.44",2,74,4.304519,0.401155
"salesman.annoy","annoy","salesman",8,10.43,2.73,8.12,1,0,17394,2484.86,"NN",643.15,-0.32,0.96,"perceptual property","",0.02,0,28,0.07,635.8,0.332005981748324,1,543.8125,0.164339154630851,0.979166666666667,-23.28,-0.396243881986543,0,-13.3777173913044,-0.129847339585524,0.0208333333333334,5,2.51,2.11,8.26,0,NA,4787,1196.75,"VB",650.03,-0.48,0.97,22,NA,NA,0,0,0,NA,NA,NA,NA,NA,"annoy","salesman",0.919334,"salesman","annoy",0.02,"0","3.8999999999999998E-3","4.5999999999999999E-3",28,12,"NULL","N","15","2","NULL","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"salute.pledge","pledge","salute",6,7.25,2.57,7.19,0,NA,9718,1943.6,"NN|VB",657.88,-0.33,1,"unclassified","",0.021,0.013,15,0.24,572.85,0.299296104516203,0.95,596.297297297297,0.329024840070103,1,-23.2847826086957,-0.371356583796203,0.05,39.9249249249249,0.233252279223963,0,6,6.88,2.55,7.86,1,0,10027,2005.4,"NN|VB",594.67,-0.76,1,4,NA,NA,0,0,0,NA,NA,NA,NA,NA,"pledge","salute",0.700434,"salute","pledge",0.021,"1.2999999999999999E-2","0","3.5499999999999997E-2",15,3,"5","V","16","3","2.93","N","salute","pledge",0.021,0.013,0,"5","2.93",3,3,0,0.2053
"sand.castle","castle","sand",4,20.29,3.02,9.22,11,5,5981,1993.67,"NN|VB",620.32,-0.47,1,"fpa","",0.039,0.16,8,0.13,538.9,0.185859644464167,1,580,-0.101230036113299,1,95.2071428571429,0.0228779894797149,-0.0357142857142857,-48.4117647058823,0.00328370425144278,0,6,21.55,3.04,9.36,1,0,10656,2131.2,"NN",615.09,-0.58,0.97,17,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sand","castle",0.77258,"sand","castle",0.039,"0.16","0","0",8,28,"6.25","N","16","7","6.5","N","sand","castle",0.039,0.16,0,"6.25","6.5",28,7,19.016468,0.121279
"sandwich.hungry","hungry","sandwich",8,21.92,3.05,7.75,0,NA,10319,1474.14,"NN|VB",668.32,-0.3,1,"unclassified","",0.037,0,18,0.54,618.111111111111,-0.0157514131624973,1,504.444444444444,-0.0968808648151137,1,-75.9236111111111,-0.132234595649308,0,-26.2186379928315,-0.179862358371678,0,6,77.08,3.59,8.75,0,NA,7447,1489.4,"JJ",566.41,-0.74,0.97,25,"hungry","sandwich",0.448328806717174,0.452336144939608,0,"0.283938216","NULL","NULL","NULL","NULL","hungry","sandwich",0.503599,"sandwich","hungry",0.037,"0","7.4999999999999997E-3","5.8999999999999997E-2",18,10,"6.37","N","12","23","4.24","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sap.syrup","syrup","sap",3,3.49,2.25,8.22,21,11,1609,804.5,"NN|VB",661.39,-0.38,1,"unclassified","",0.014,0,5,0.52,525.214285714286,-0.115124951525012,1,515,-0.241340827169297,1,-0.398496240601503,-0.0201723377886169,-0.0263157894736842,48.8461538461538,0.262033146604495,0,5,5.1,2.42,7.56,0,NA,1356,339,"NN",650.73,-0.44,0.97,7,"sap","syrup",0.212790304273184,0.273788497511275,0,"NULL","20.690654","0.515612","0.014","0","syrup","sap",0.799328,"sap","syrup",0.014,"0","1.01E-2","5.7000000000000002E-3",5,1,"NULL","N","12","4","6","N","sap","syrup",0.014,0,0.0101,"NULL","6",1,4,20.690654,0.515612
"satan.silk","silk","satan",5,8.02,2.61,8.87,1,0,10277,2569.25,"NN",714.33,0.01,0.96,"category","",0.02,0,12,0.07,574.296296296296,0.291667316461748,1,490.5,-0.340156647272126,0.961538461538462,-7.01851851851848,-0.260702601385399,-0.0277777777777778,5.85000000000002,0.35031655342142,-0.0115384615384616,4,9.78,2.7,8.26,8,3,3236,1078.67,"NN",633.97,-0.52,0.97,19,NA,NA,0,0,0,NA,NA,NA,NA,NA,"silk","satan",0.943726,"satan","silk",0.02,"0","8.0000000000000004E-4","1.5E-3",12,3,"NULL","N","18","12","5.26","N","satan","silk",0.02,0,0.0008,"NULL","5.26",3,12,23.003842,0.032597
"sauce.apple","apple","sauce",5,15.59,2.9,8.66,2,0,3280,820,"NN",647.89,-0.41,1,"bpa","",0.014,0,15,0.36,497.722222222222,-0.380052533165355,1,556.592592592593,-0.219090428745228,1,9.32777777777778,0.0509927864521627,0,-107.497354497355,-0.476256634822966,0,5,23.67,3.08,11.1,2,0,5572,1393,"NN",618.53,-0.83,0.97,48,"apple","sauce",0.125956729728967,0.123875385135498,0.091662160707093,"0.137153966","NULL","NULL","NULL","NULL","apple","sauce",0.758108,"sauce","apple",0.014,"0","2.0000000000000001E-4","5.0000000000000001E-3",15,20,"6.76","N","17","9","7","V","sauce","apple",0.014,0,0.0002,"6.76","7",20,9,15.649452,0.275967
"sausage.italian","italian","sausage",7,7.78,2.6,7.15,0,NA,5403,900.5,"NN",617.11,-0.45,1,"bpa","",0.033,0.059,25,0.09,565.729166666667,0.255864954226288,1,613.5,0.463767992777683,0.961538461538462,18.3065476190477,0.25286889624077,0,-39.0757575757576,-0.0264082477622611,0.0384615384615384,7,3.8,2.29,9.58,0,NA,14484,2414,"JJ|NN",632.35,-0.52,1,16,NA,NA,0,0,0,NA,NA,NA,NA,NA,"italian","sausage",0.685201,"sausage","italian",0.033,"5.8999999999999997E-2","5.0000000000000001E-4","1.0699999999999999E-2",25,1,"NULL","N","25","47","NULL","AJ","sausage","italian",0.033,0.059,0.0005,"NULL","NULL",1,47,18.246843,0.07376
"savior.taste","taste","savior",6,3.39,2.24,7.43,0,NA,7148,1429.6,"NN",698.35,-0.2,0.93,"unclassified","",0.033,0,13,0.01,566.264705882353,-0.111348165661118,1,500.529411764706,-0.318805191255897,1,-26.7647058823529,-0.263261437863443,0,-51.4553376906318,0.052938416746228,0,5,51.31,3.42,9.89,6,1,11289,2822.25,"NN|VB",594.41,-0.69,1,30,NA,NA,0,0,0,NA,NA,NA,NA,NA,"taste","savior",0.882855,"savior","taste",0.033,"0","0","5.1999999999999998E-3",13,6,"NULL","N","15","59","4.53","V","savior","taste",0.033,0,0,"NULL","4.53",6,59,11.613593,0.038071
"say.something","something","say",3,1639.78,4.92,12.79,25,2,1159,579.5,"VB|NN",627.19,-0.45,1,"fpa","",0.034,0,13,0.58,518,-0.352368524793909,1,476.357142857143,-0.330557666044954,1,36.2,0.38005790735018,0,78.1134453781513,0.48660130902757,0,9,1500.16,4.88,12.71,0,NA,18317,2289.63,"NN",723.09,-0.34,1,11,NA,NA,0,0,0,NA,NA,NA,NA,NA,"something","say",0.403646,"say","something",0.034,"0","5.4000000000000003E-3","8.6999999999999994E-3",13,504,"NULL","V","11","450","2.68","P","say","something",0.034,0,0.0054,"NULL","2.68",504,450,16.619578,0.415195
"scales.reptile","reptile","scales",6,2.02,2.02,8.27,1,0,13649,2729.8,"NN|VB",666.39,-0.33,1,"perceptual property","",0.014,0.02,8,0.59,555.764705882353,0.128401902334569,1,587.692307692308,0.247758392216061,1,-29.1218487394958,0.19371375068658,0,-59.3723076923077,-0.228646358204311,0,7,1.41,1.86,7.11,0,NA,15204,2534,"NN",653.45,-0.37,0.94,6,NA,NA,0,0,0,NA,NA,NA,NA,NA,"reptile","scales",0.899348,"scales","reptile",0.014,"0.02","0","0",8,5,"4.75","N","8","0","6.65","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"scalpel.operation","operation","scalpel",7,3.16,2.21,5.31,0,NA,9224,1537.33,"NN",811.39,0.54,0.85,"instrument","",0.02,0,12,0.06,612.5625,0.363755077162721,1,499.513513513513,-0.211724776281373,1,-85.7053571428571,-0.346648482898293,0,4.98648648648651,0.0712041785034812,0,9,43.94,3.35,10.26,0,NA,27758,3469.75,"NN",717,-0.35,1,8,"operation","scalpel",0.479999203375679,0.306519356737127,0.476039376575314,"NULL","NULL","NULL","NULL","NULL","operation","scalpel",0.723861,"scalpel","operation",0.02,"0","2.06E-2","5.3400000000000003E-2",12,0,"NULL","N","15","113","5.0999999999999996","N","scalpel","operation",0.02,0,0.0206,"NULL","5.1",0,113,19.890602,0.072223
"scar.fight","fight","scar",4,8.47,2.64,7.46,7,2,5645,1881.67,"NN",746.69,-0.09,1,"unclassified","",0.027,0,26,0.26,566.560975609756,0.249765041163294,0.951219512195122,558.034482758621,0.131018371456251,1,-55.3609756097561,-0.363526957157875,0.0487804878048781,-0.796387520525514,-0.0234035341433895,-0.0476190476190477,5,201.08,4.01,10.6,7,4,2429,607.25,"NN|VB",566.03,-0.69,0.97,90,NA,NA,0,0,0,NA,NA,NA,NA,NA,"fight","scar",0.79321,"scar","fight",0.027,"0","3.8999999999999998E-3","3.0000000000000001E-3",26,10,"5.48","N","24","98","4.16","V","scar","fight",0.027,0,0.0039,"5.48","4.16",10,98,13.495095,0.198432
"scent.perfume","perfume","scent",5,5.96,2.48,7.8,3,2,9343,2335.75,"NN|VB",644.26,-0.31,1,"perceptual property","",0.103,0.05,6,0.26,572.485714285714,0.102964660976821,1,516.894736842105,0.0508959151813269,1,26.3892857142857,0.499851750291862,0,30.8022328548644,0.0175552713395302,0,7,11.43,2.77,7.05,0,NA,10739,1789.83,"NN",658.41,-0.47,0.94,14,"perfume","scent",0.747594978511413,0.611615717239984,0,"0.72927499","0","0.258082","0.05","0.103","perfume","scent",0.398869,"scent","perfume",0.103,"0.05","2.8799999999999999E-2","0.2505",6,6,"4.58","N","12","10","6.03","N","scent","perfume",0.103,0.05,0.0288,"4.58","6.03",6,10,0,0.258082
"scheme.idea","idea","scheme",6,7.25,2.57,9.68,1,0,6895,1379,"NN|VB",718.67,0.03,1,"unclassified","",0.014,0,15,0.19,490.1875,-0.39446568059796,1,551.833333333333,0.113262482089033,1,37.1791666666667,0.190466608200749,0,-13.3817204301075,-0.196200967641682,0,4,359.04,4.26,11.8,0,NA,5277,1759,"NN|minor",536.18,-0.86,1,46,NA,NA,0,0,0,NA,NA,NA,NA,NA,"idea","scheme",0.770661,"scheme","idea",0.014,"0","3.0300000000000001E-2","1.12E-2",15,33,"3.05","N","17","195","2.87","N","scheme","idea",0.014,0,0.0303,"3.05","2.87",33,195,4.550232,0.158787
"scholarship.school","school","scholarship",11,9.94,2.71,8.21,0,NA,14246,1424.6,"NN",703.54,-0.04,1,"unclassified","",0.12,0,13,0.38,538,-0.231465459921952,1,471.307692307692,-0.463058240332293,1,23.5483870967742,0.547387051459869,-0.032258064516129,164.233974358974,0.761707511869237,0,6,333.12,4.23,11.69,0,NA,5812,1162.4,"NN|VB",576.97,-0.74,0.97,183,"scholarship","school",0.0985756771530872,0.0922451346630517,0,"NULL","11.839784","0.309374","0.12","0","school","scholarship",0.519732,"scholarship","school",0.12,"0","1.4800000000000001E-2","5.7999999999999996E-3",13,36,"NULL","N","22","492","5.25","N","scholarship","school",0.12,0,0.0148,"NULL","5.25",36,492,11.839784,0.309374
